SURNAME,TRIBE/ETHNIC GROUP,RA Confidence Level
ONGILL,luo,3
ONGINJO,luo,3
ONGINO,kisii,1
ONGIRA,luo,3
ONGIRO,kisii,3
ONGITO,kisii,3
ONGIYA,luo,3
ONGO'L,luo,2
ONGOCHE,kisii,1
ONGOCHO,kisii,1
ONGODO,luo,3
ONGOGO,kisii,1
ONGOH,luo,1
ONGOI,luo,3
ONGOJO,kisii,1
ONGOL,luo,3
ONGOLA,luo,1
ONGOLE,kisii,1
ONGOLI,luhya,2
ONGOLO,luo,3
ONGOMBE,kisii,1
ONGONDA,luhya,3
ONGONDI,luo,3
ONGONDO,kisii,3
ONGONG'A,luo,3
ONGONG'O,luo,1
ONGONGA,luo,3
ONGONGE,luo,3
ONGONGO,kisii,2
ONGONNO,luo,2
ONGONYO,luo,3
ONGORE,kisii,3
ONGORI,luhya,2
ONGOSI,kisii,2
ONGOSO,kisii,3
ONGOTO,kisii,2
ONGOU,kisii,3
ONGOWO,luo,3
ONGOYA,luhya,2
ONGUBO,kisii,1
ONGUDI,luo,3
ONGUKA,luhya,2
ONGUKO,kisii,2
ONGULA,luo,1
ONGULE,luhya,1
ONGUME,luo,2
ONGUNDO,kisii,2
ONGUOLO,luo,3
ONGURE,kisii,2
ONGURO,luo,1
ONGUTA,luo,3
ONGUTE,luo,2
ONGUTI,kisii,3
ONGWA,luo,3
ONGWACHO,kisii,1
ONGWAMA,kisii,3
ONGWANA,luo,1
ONGWANO,luo,1
ONGWARA,luo,3
ONGWARE,kisii,1
ONGWEKO,kisii,2
ONGWEN         K,luo,3
ONGWENI,luo,2
ONGWENYI,luo,2
ONGWESA,luhya,3
ONGWESO,luhya,3
ONGWETI,kisii,3
ONIALA,luhya,3
ONIALO,luhya,3
ONIANGO,luhya,2
ONIENGO,luhya,2
ONIMBO,luo,2
ONIMO',luo,3
ONINA,kisii,3
ONINDO,luo,3
ONINGA,,
ONJALO,luo,1
ONJIKO,luo,3
ONJORO,luhya,3
ONJUCHE,luo,1
ONJURO,kisii,1
ONKANGA,kisii,3
ONKANGI,kisii,3
ONKENDU,kisii,3
ONKWANI,luhya,2
ONOGA,luo,3
ONOIGO,kisii,2
ONOKA,luo,3
ONOLA,luhya,2
ONONA,luhya,3
ONONG'NO,luo,1
ONONGO,luo,2
ONONI,kisii,1
ONONIA,luhya,3
ONSABWA,kisii,3
ONSARE,kisii,2
ONSARIGO,kisii,3
ONSASE,kisii,1
ONSEMBE,kisii,3
ONSERIO,kisii,3
ONSHANDO,luo,2
ONSINDU,luo,1
ONSINYO,maasai,2
ONSIRU,kisii,1
ONSOMBI,kisii,1
ONSONGO,kisii,3
ONTEGI,kisii,3
ONTENCE,kisii,2
ONTENGA,luo,2
ONTIERI,kisii,1
ONTIRI,kisii,3
ONTIRO,kisii,1
ONTITI,kisii,3
ONTONDO,kisii,3
ONTONU,kisii,2
ONTOYA,luo,1
ONTUGA,kisii,1
ONTUMI,kisii,3
ONTUNE,kisii,3
ONTWEKA,kisii,3
ONUDI,luhya,1
ONUKOH,turkana,1
ONUNDA,luo,2
ONUNDU,luo,3
ONUNGA,luo,3
ONUNGAH,luo,3
ONUONG'A,luo,3
ONUONGA,luo,3
ONWONGA,kisii,1
ONYACH,luo,3
ONYACHA,kisii,3
ONYAIT,kisii,2
ONYAKUNDI,kisii,3
ONYALA,luhya,2
ONYALO,luo,3
ONYAM,luhya,1
ONYAMASI,teso,3
ONYAMBU,luo,3
ONYANCHA,kisii,3
ONYANCHA       ',kisii,3
ONYANDA,luo,3
ONYANDO,luo,1
ONYANG,luo,2
ONYANGA,luo,3
ONYANGO        S,luo,3
ONYANGO       ',luo,3
ONYANGO      ',luo,3
ONYANGORE,kisii,3
ONYANSI,kisii,3
ONYANYI,kisii,2
ONYATCH,luo,3
ONYEIGO,kisii,3
ONYENDO,luhya,3
ONYHMBO,luhya,2
ONYIALO,luo,1
ONYIENGO,kisii,2
ONYIERO,luo,3
ONYIEWO,luo,1
ONYIM,luo,3
ONYINDO,luhya,2
ONYINGE,luo,3
ONYINGWA,kisii,3
ONYINO,kisii,1
ONYISI,luo,2
ONYITH,luo,3
ONYONGO,luo,1
ONYONI,luo,2
ONYONJE,luo,3
ONYONKA,kisii,3
ONYONSO,kisii,2
ONYONY,kisii,1
ONYONYO,luo,3
ONYOSO,kisii,3
ONYOYO,luo,3
ONYUERA,luio,2
ONYULO,luo,3
ONYUMA,luhya,3
ONYUO,luo,1
ONYUOR,kisii,1
ONYWERA,kisii,1
ONYWOKI,kisii,1
ONZARE,luhya,3
ONZELE,luo,2
ONZERE,luhya,3
OOGA,,
OOKO,luo,1
OOKO    B,luo,3
OOKWACHO,taita,2
OONJE,luo,2
OOWUOR,luo,3
OPAA,teso,3
OPACHO,luo,3
OPACHU,luhya,2
OPAKA,luo,2
OPALA,luo,2
OPALAKADI,teso,3
OPALLOO,luo,2
OPAMA,luhya,3
OPANA,luo,2
OPANGO,luo,3
OPANY,kisii,1
OPAP,luo,3
OPAPA,luo,1
OPAPO,luo,2
OPAR,luo,3
OPARA,luhya,3
OPARASI,luo,2
OPARO,luo,1
OPASI,teso,1
OPATIA,luhya,3
OPATTAH,luo,2
OPAYANI,luhya,3
OPAYI,luo,2
OPEA,luo,1
OPEMBE,luhya,3
OPEMI,kisii,3
OPENDA,luo,1
OPENGIRA,kisii,1
OPERE,luo,3
OPES,teso,1
OPETO,luo,2
OPETU,luo,2
OPI,luo,1
OPICHA,luo,1
OPICHE,luo,1
OPICHO,luhya,3
OPIDI,luo,2
OPIDIDI,luo,1
OPIEN,luo,3
OPIKO,luo,1
OPIL,luo,3
OPILI,luo,3
OPILL,luo,1
OPILO,luo,3
OPINY,luo,3
OPINYA,luhya,3
OPISA,luhya,3
OPITI,luo,1
OPIY,luo,1
OPIYO,luo,3
OPIYOO,luo,3
OPIYYO,luo,3
OPODI,luo,3
OPOGO,kisii,1
OPOKO,luo,1
OPOLLO       ',luo,3
OPOLOI,teso,3
OPOMA,luhya,3
OPONDI,luo,3
OPONDO,luo,3
OPONYO,luhya,3
OPORE,luo,2
OPOT,luo,1
OPOTI,luhya,3
OPRONG,teso,3
OPRONGA,masai,2
OPUBA,luhya,3
OPUCH,luo,3
OPUDO,luhya,3
OPUK,luo,1
OPUKA,luo,1
OPUKO,luo,3
OPUL,luo,3
OPULU,luhya,2
OPUNDO,luo,1
OPUNGA,luo,1
OPURU,luo,1
OPUTU,luhya,3
OPWAKI,luhya,2
OPWOKO,luhya,3
OPWORA,luhya,3
ORACHI,luo,3
ORACHO,luo,3
ORAE,luo,3
ORAGA,luo,3
ORAKE,,
ORAKHA,luhya,1
ORANDO,,
ORANG'O,luo,3
ORANGI         Z,kisii,3
ORANGI        V,kisii,3
ORARE,luo,3
ORARO,luo,3
ORAYO,luo,3
ORECHI,luo,3
OREDI,luo,2
OREE,luo,3
OREGE,luo,3
OREGI,kisii,3
OREGO,kisii,2
OREM,luo,2
OREMBE,luo,3
OREMO,luo,3
ORENDO,luo,3
ORENGE,luo,2
ORENGO,luo,1
ORENYO,luo,2
ORERA,luo,2
ORERAA,luo,2
ORERE,kisii,1
ORERO,luo,3
ORESI,luo,3
ORESIA,kisii,3
ORESO,luo,3
ORETHO,luo,3
ORETO,luo,3
OREWA,luo,3
OREWE,luo,3
ORIANGO,luo,2
ORIBO,kisii,2
ORICHO,luo,2
ORIDO,luo,3
ORIEDI,luo,1
ORIEKO,luo,2
ORIEMA,kisii,1
ORIERI,kisii,1
ORIEW,kisii,3
ORIGI,luo,2
ORILA,luo,2
ORIMBO,kisii,1
ORIME,luo,1
ORINAH,kisii,3
ORINDA,luo,3
ORINDO,luhya,3
ORINGI,luo,3
ORINGO,luo,1
ORINGOM,teso,3
ORINJO,luhya,2
ORIOKOT,turkana,3
ORISATA,kisii,3
ORISI,luo,3
ORIWA,kisii,1
ORIYA,luhya,3
ORIYO,luo,3
ORLANDO,luo,3
ORODING,teso,3
OROKA,kisii,3
OROME,luhya,2
ORON,luhya,2
ORONDO,luo,3
ORONE,luo,2
ORONGE,luo,3
ORONGO,luo,3
ORONI,kisii,3
ORONY,luo,3
ORONYI,kisii,2
OROSIA,luhya,1
OROTI,luo,1
OROWE,luo,3
ORRE,kisii,1
ORTUM,kalenjin,2
ORUBIA,luo,3
ORUDO,luo,2
ORUKA,luo,2
ORUKO,luo,3
ORUKO',luo,2
ORUMI,luo,2
ORUNGO,luo,2
ORUNJE,luo,3
ORUOCH,kisii,3
ORUOTH,luo,3
ORUPUTO,teso,3
ORURE,luo,1
ORURU,luo,2
ORUWA,luo,2
ORWA,luo,3
ORWARU,kisii,1
ORWASA,luhya,2
ORWELL,exotic,3
ORWENYO,luhya,3
OSA.RE,luo,3
OSAE,kisii,1
OSAIA,massai,1
OSAKA,kisii,2
OSAKO,luo,1
OSALE,luhya,3
OSALO,luhya,3
OSAMBLA,luo,3
OSAMONG',teso,3
OSANDO,kisii,2
OSANGA,luo,3
OSANJO,kisii,3
OSAO,luo,3
OSARE,luo,3
OSASO,luo,3
OSAWA,luo,3
OSEA,luhya,3
OSEAN,luo,2
OSEBE,kisii,1
OSEKO',luhya,2
OSELU,luo,1
OSENDO,kisii,1
OSENGO,luo,2
OSENO,luo,3
OSERA,luo,3
OSERE,luo,3
OSESE,luo,1
OSEU,luo,3
OSEWE,luo,3
OSHOMO,luhya,2
OSIA,luo,3
OSIAGI,luo,3
OSIAKA,luo,3
OSIAMBO,luhya,1
OSIARE,luo,3
OSIDE,luo,1
OSIEKO,luhya,3
OSIEMA,luo,3
OSIEMO,luo,2
OSIENYA,kisii,2
OSIGO,luo,3
OSIKA,luhya,2
OSIKE,luo,1
OSIKO,luo,1
OSIKUKU,teso,3
OSILIMONG,teso,3
OSIMBOKK Z X F',luhya,1
OSINA,kisii,3
OSINDA,luo,3
OSINGO,luo,3
OSINO,luo,1
OSINYA,luo,3
OSIOKO,luhya,2
OSIR,luo,3
OSIRANGA,kisii,2
OSIRE,luo,3
OSIRE O E,luo,2
OSIRI'        UA,kisii,3
OSIRO,luo,3
OSIRU,luo,3
OSITO,luo,3
OSITU,luo,2
OSIYO,luo,3
OSMAN,arab,3
OSMANN,somali,2
OSODO,luhya,3
OSODO      A D,luhya,3
OSOGO,luo,3
OSOI,luo,1
OSOME,luo,1
OSOMO,luo,2
OSONG,luo,2
OSONGA,luo,2
OSONGO,kisii,3
OSONYE,luo,2
OSOR O,luo,2
OSORO,kisii,3
OSOTI,luo,1
OSOTO,luo,1
OSOTSI,luhya,3
OSOWO,luo,1
OSOYA,luo,3
OSOYI,luo,2
OSSALA,luo,3
OSUBENTO,kisii,2
OSULA,luo,3
OSUMBA,luhya,2
OSUNGA,luo,2
OSUNGO,kisii,3
OSUO,luo,3
OSUR,luo,2
OSURA,luo,2
OSURI,luo,3
OSUTA,luo,2
OSUTO,luo,1
OSUTWA,luhya,2
OSWANA,luo,3
OSWATA,luhya,3
OSWE,luo,1
OSWETA,luo,3
OTACHI,luhya,3
OTAKA,luo,1
OTAKWA,luo,1
OTANDO,luhya,3
OTANG'A,kisii,3
OTARA,luo,3
OTARARO,kisii,3
OTATO,kisii,1
OTAYE,luo,2
OTEBA,tesa,2
OTEGO,luo,3
OTEKI,luo,3
OTELA,luo,3
OTELO,luo,1
OTEMA,luhya,2
OTENG,luo,1
OTENG'E,luo,1
OTENGA,luhya,1
OTENGE,luo,1
OTENGO,luo,2
OTENI,luo,3
OTENYO,luhya,3
OTERO,kisii,2
OTEU,luo,2
OTEYA,luhya,3
OTHECH,luo,1
OTHEMBO,luhya,3
OTHILI,luhya,3
OTHIM,luo,2
OTHIMBO,luo,2
OTHIMI,turkana,1
OTHINO,luo,2
OTHUKE,kisii,3
OTHULO,luo,3
OTHUOL,luo,2
OTHUON,luo,3
OTI,luo,3
OTIANG',luo,3
OTIANGU,luo,1
OTIANYA,luo,3
OTIATO,luhya,3
OTIBO,luhya,2
OTIDO,luhya,2
OTIEKELE,luhya,3
OTIENDE,luo,3
OTIENNO,luo,3
OTIENO,luo,3
OTIENO   ',luo,3
OTIENO  M MM  M,luo,3
OTIENYI,luo,2
OTIER,luo,3
OTIKA,luo,3
OTIKO,luhya,2
OTILA,luo,3
OTIMAH,luo,2
OTIMI,luo,3
OTIMO,luhya,2
OTINDO,luo,2
OTINGA,luhya,2
OTINI,luo,3
OTIPA,turkana,1
OTIPAH,luo,3
OTIRA,luhya,3
OTISO,luo,3
OTITA,luo,2
OTITAH,luo,3
OTITI,luhya,2
OTIWI,luo,2
OTOCHI,luhya,3
OTOKI,luhya,3
OTOKO,kisii,2
OTOMET,teso,2
OTOMO,luo,2
OTONDA,luhya,3
OTONDO,luo,3
OTONGLA,luo,2
OTONGO,luhya,3
OTOOLO,luhya,2
OTOR,luo,1
OTORI,luo,3
OTORO,luhya,1
OTOTI,luo,2
OTOTO,luhya,2
OTSEMBO,kisii,1
OTSENO,luo,1
OTSIKWA,luhya,3
OTSOLA,luo,1
OTSULA,luhya,3
OTSUONG'O,luhya,3
OTSYULA,luhya,3
OTSYULAH,luo,3
OTUCHI,kisii,1
OTUDEH,luo,2
OTUI,luo,1
OTUKA,luo,2
OTUKE,luhya,1
OTUKO,luhya,2
OTUNDA,kisii,2
OTUNDO,luhya,3
OTUNGA,kisii,3
OTUNGO,luhya,3
OTUOMA,luhya,3
OTUORI,kasii,3
OTUORO,luo,2
OTURA,kisii,2
OTURI,kisii,1
OTUVA,luhya,3
OTUYA,kisii,1
OTWARO,luhya,3
OTWECH,luo,3
OTWECHE,luo,2
OTWEKA,luo,2
OTWELE,luhya,3
OTWENYA,kisii,3
OTWERE,kisii,3
OTWEYO,luo,3
OTWOLA,luhya,3
OTWOMA,kisii,2
OTWOMBE,luo,3
OTWONA,luhya,2
OTWORI,kisii,3
OUCHE,luo,2
OUDA,luo,3
OUDO,luo,3
OUGO,luo,3
OULA,luhya,3
OULU,luo,2
OUMA,luo,3
OUNDA,luhya,3
OUNDE,luo,2
OUNDO,luo,1
OUNGA,luo,2
OUNGO,luo,3
OUNGU,luo,2
OUNO,luo,3
OUNYO,luhya,2
OUNZA,luo,2
OUOCH,luo,1
OURE,luo,1
OURO,luo,3
OURU,luo,3
OUSO,luhya,3
OUTA,luo,3
OUYA,luo,3
OUYO,luo,3
OVITA,luo,3
OW RI,luo,3
OWADE,luhya,3
OWADEH,luo,3
OWAGARE,kisii,2
OWAKA,luo,2
OWAKA         X,luhya,3
OWALA,luo,1
OWALA        VT,luo,3
OWALAR,luo,3
OWANDA,luo,3
OWANDE,luo,1
OWANDO,luhya,2
OWANG,luo,2
OWANGE,luhya,3
OWANGO,luo,3
OWANJE,luhya,3
OWARE,luo,2
OWATE,luhya,3
OWAWO,luo,3
OWAYO,luo,3
OWEDHI,luo,3
OWEGI,luo,3
OWEN,exotic,3
OWENDHO,luo,3
OWENDI,luo,1
OWENDO,luo,2
OWENGA,luo,1
OWENJE,luhya,2
OWERA,luo,3
OWETE,luo,2
OWETT,luo,3
OWIDHI,luo,3
OWIDI,luo,3
OWII,luo,1
OWIKO,luo,3
OWILA,luo,2
OWILI,luo,3
OWILLY,luo,3
OWIMBA,luhya,2
OWINDA,luo,3
OWINDO,luo,3
OWINI,luo,1
OWINO,luo,3
OWINO   C MM  M,luo,3
OWINY,luhya,3
OWINYO,luo,3
OWIRA,luo,3
OWIRE,luhya,3
OWIRO,luo,3
OWISO,luo,3
OWIT,luo,3
OWITCH,luo,3
OWITHI,luo,1
OWITI,luo,3
OWIYE,luo,3
OWOORI,luo,3
OWOR,luo,3
OWORI,luo,3
OWOTSI,luhya,3
OWOUR,luo,3
OWOUTH,luo,3
OWUATO,luo,3
OWUNDO,luo,3
OWUO,,
OWUONDO,luo,2
OWUOR,luo,2
OWUOR       AL,luo,3
OWUOR   T B,luo,3
OWUOR',luo,3
OWUORA,luo,3
OWUORY,luo,3
OWUOTH O,luo,2
OWUOTI,luo,1
OWURE,luo,3
OYAH,luo,1
OYALE,luo,3
OYALI,luhya,3
OYALO,kisii,1
OYANDA,luo,3
OYANGI,luo,2
OYANGO,luo,2
OYANJI,luhya,3
OYANO,luo,3
OYAR,rendile,2
OYARE,luo,3
OYARI,kisii,3
OYARO,luo,1
OYATA,luo,3
OYATH,luo,3
OYATSI,luhya,3
OYAVO,luo,2
OYAWA,luo,2
OYAYA,luo,3
OYAYO,luo,2
OYEMBA,luhya,2
OYENDE,kisii,1
OYENGA,kisii,1
OYENGA K,kisii,3
OYIAH,luo,3
OYIE,luo,3
OYIENGO,luo,3
OYIERI,luo,2
OYIEYI,luhya,3
OYIEYO,luo,3
OYILE,luo,3
OYINDO,luo,3
OYINGO,luo,2
OYIOMA,luo,2
OYIRIMA,,
OYIYE,luo,1
OYOKO         I,luo,3
OYOLA,luo,1
OYOLLA,luo,3
OYOLLOH,luo,3
OYOMA,luo,1
OYOMO,luo,3
OYONGE,luo,3
OYOO,luo,3
OYOO       W,luo,3
OYOOH,luo,3
OYOOLO,luo,3
OYOOO,luo,3
OYORE,,
OYORI,kisii,3
OYORO,luo,1
OYOSA,luhya,2
OYOTI,luo,1
OYOTO,luhya,2
OYOW,nubi,2
OYOWO          U,luo,3
OYOYA,luo,2
OYOYO,luo,2
OYUCHO,luo,3
OYUDA,luo,3
OYUDO,luo,3
OYUECH,luo,3
OYUGA,luo,2
OYUGI,luo,3
OYUKU,luo,3
OYULA,luo,3
OYUNDI,luo,3
OYUNGU,luo,1
OYUOLO,luo,3
OYUORO,kisii,1
OYURE,luo,2
OYURU,luo,2
OYUYO,luo,2
OYWAGO,luo,3
OYWAKO,luo,2
OYWAYA,luo,2
OYWECH,luo,1
OYWER,luo,3
OYWOLO,luo,3
OZIMBO,luhya,2
PADHARIYA,basuba,2
PAITAH,kalenjin,2
PAKASI,luhya,1
PAKIRO,maasai,1
PALA,luo,3
PALAPALA,luhya,1
PALONYANG,massai,2
PANCLAS,christian,3
PANCRAS,christian,3
PANDYA,arab,3
PANGA,swahili,3
PANGO,swahili,2
PANYA,swahili,3
PANYAKO,basuba,1
PAPA,teso,3
PAPAAI,teso,3
PAPAYIO,teso,3
PARAKUO,maasai,3
PARANGIRO,samburu,1
PARASA,luhya,3
PARBUCH,kalenjin,3
PAREKH,indian,3
PAREYIO,maasai,3
PARIKEN,maasai,3
PARKAU,maasai,2
PARKEN,maasai,2
PARKIRE,maasai,3
PARKISALIE,maasai,3
PARKLENYA,kalenjin,3
PARKOREI,maasai,2
PARMANUS,maasai,2
PARMAR,pokot,3
PARMASOI,maasai,1
PARMERES,maasai,1
PARMISO,maasai,1
PARMWAT,kalenjin,2
PARNYOMBE,luhya,2
PARSALALA,maasai,2
PARSALE,maasai,1
PARSAMPULA,maasai,3
PARSAOTI,maasai,3
PARSAPIYIO,samburu,3
PARSERETI,kalenjin,3
PARSIMEI,maasai,3
PARSINANTE,maasai,1
PARSOOI,maasai,1
PARSORE,maasai,1
PARSULAN,maasai,1
PARTEYIE,maasai,1
PARTIMO,basuba,1
PARTIPOLI,kalenjin,1
PARTOIP,masai,1
PASIANY,maasai,2
PASKAL,christian,3
PASSIANY,maasai,3
PASTON,exotic,3
PATEL,indian,3
PATIAT,kalenjin,3
PATIRIKI,,
PATRICIA,christian,3
PAUL,christian,3
PAULINE,christian,3
PEIKAN,maasai,1
PELEKECH,kalenjin,3
PENDA,swahili,3
PENDE,mijikenda,3
PENGO,swahili,3
PENI,swahili,3
PEPOO,swahili,2
PERA,swahili,3
PESA,swahili,3
PETER KINYANJUI,kikuyu,3
PETERO,christian,3
PETRO,christian,3
PHANICE,exotic,3
PHELIGONAH,christian,3
PHELLIX,christian,3
PHILIP,christian,3
PHILIPH,christian,3
PHINEAS,christian,3
PHOEBE,christian,3
PHYILLES,christian,3
PIERRE,christian,3
PILIPILI,swahili,3
PILISI,luhya,1
PINDA,swahili,3
PINKSTONE,exotic,3
PIOTOR,massai,2
PIRAKOL,maasai,1
PIRMOHAMED,muslim,3
PIUS  ',christian,3
PIYIANGO,kisii,2
PKARAM,indian,1
PLAN,exotic,3
POKOLE,kalenjin,2
POKOLO,teso,3
POLE,swahili,3
POLINGA,luhya,1
POLO,luo,3
PONDA,mijikenda,2
POROULUA,maasai,1
POWEN,kalenjin,3
POYI,luhya,2
PROTAS,christian,3
PROTUS,christian,3
PSEBER,maasai,1
PSIKORWA,kalenjin,3
PSINON,kalenjin,2
PSISEI,masai,2
PSITET,kalenjin,2
PSONGOYWO,kalenjin,3
PSWEY,arab,1
PURENKEI,maasai,2
PURTIT,kalenjin,2
PUSIENEI,kalenjin,3
PUSIKOU,masai,2
PWONDI,luhya,3
PYONGET,samburu,3
QURICHA,borana,2
RABADIA,luhya,1
RABALA,luo,3
RABAR,somali,3
RABARE,luo,1
RABERA,teso,1
RABIKI,luhya,2
RABINDO,luo,1
RABOLO,luo,3
RABONDI,luhya,1
RABONG'O,teso,1
RABONGO,luo,3
RABOSO,kisii,3
RABUDGI,kisii,2
RABUOGI,luhya,3
RACHAR,turkana,3
RACHARI,luhya,3
RACHIER,luo,3
RACHUONYO,luo,3
RADANG,luo,3
RADENY,luo,3
RADIDO,luo,3
RADINGH,arab,2
RADUL,luo,3
RAELI,luhya,3
RAFIMBI,luhya,2
RAGANGI,luhya,3
RAGE,luo,2
RAGIRO,luo,3
RAGORI,luhya,3
RAGOT,luo,3
RAGUI,kisii,3
RAGUMBI,tharaka,1
RAGURI,luhya,3
RAHAMANI,muslim,3
RAHUL,indian,3
RAIBU,meru,1
RAILA,luo,2
RAJA,indian,3
RAJAMBU,mijikenda,3
RAJANI,swahili,2
RAJODE,luo,3
RAKA,teso,2
RAKIRA,luhya,3
RAKUOM,luo,1
RAKWARI,luhya,3
RAKWARO,luhya,3
RAMA,muslim,3
RAMADHAN,muslim,3
RAMADHANI,swahili,3
RAMATHANI,muslim,3
RAMBA,luo,3
RAMBAYA,luo,2
RAMBEKA,mijikenda,1
RAMBIM,luo,3
RAMBORO,luo,1
RAMINDA,kisii,3
RAMINYA,luo,3
RAMKO,rendile,2
RAMOYO,luo,3
RAMPEI,,1
RAMUYA,luo,2
RAMWENGA,embu,1
RANDA,luo,3
RANDAH,luo,3
RANDICH,kalenjin,1
RANDIEK,luo,3
RANDIGA,luo,3
RANGA,luo,1
RANGACHE,mijikenda,1
RANGALA,luo,3
RANGI,swahili,2
RANGOMA,luo,2
RANJE,luhya,3
RANYANGO,luo,3
RANYUONGI,luo,3
RAONGO,luo,3
RAORE,kisii,3
RAPADA,luo,2
RAPANDO,luhya,3
RAPANGO,luhya,2
RAPARI,luhya,3
RAPEMO,luo,3
RAREA,kisii,2
RARIW,luo,3
RARIWI,teso,2
RASHID,nubi,3
RASHIDI,nubi,2
RASTAS,,
RASTO,christian,3
RASUGU,kisii,2
RATADO,luo,2
RATEMO,kisii,3
RATEMO O,kalenjin,1
RATENG,luo,3
RATILI,swahili,2
RATOLI,luhya,3
RAULIYA,luhya,3
RAWANG,luo,2
RAWANG',luo,2
RAWATAMOE,teso,2
RAWAYO,luo,3
RAWECHE,luo,3
RAWETCHE,luo,1
RAZAK,muslim,3
REAGAN,exotic,3
REBBO,teso,1
REBECCA,christian,3
REBECCAH,christian,3
REGINA,christian,3
REGINAL,christian,3
REHEMA,swahili,3
REJEH,luo,1
REJWAR,gabra,2
REKISON,exotic,3
REMBE,kamba,2
RENDILICHA,luhya,3
RENGEI,kalenjin,1
RENGENAPA,luo,3
RERE,kikuyu,3
RERIMOI,kalenjin,3
RESA,luo,3
RETEKODO,turkana,1
RHADIAGALA,luhya,3
RHODA,christian,3
RIADHA,swahili,3
RIAMOI,luo,2
RIANAKAL,masai,3
RIANGA,embu,2
RIANGOT,kalenjin,3
RICHANGA,luhya,3
RICHANGI,luhya,3
RIDHAM,nubi,3
RIECH,luo,3
RIEGI,luo,3
RIGHA,luo,1
RIHANDA,luyha,3
RIKANYANG,taita,3
RIKARU,kikuyu,1
RIKO,kikuyu,3
RIMOITO,kalenjin,1
RIMUNGI,kikuyu,2
RINDIKIRI,mijikenda,3
RINGATA,embu,2
RINGEERA,meru,3
RINGENJE,meru,1
RINGERA,meru,3
RINGU,meru,2
RIOBA,luo,3
RIOKI,kikuyu,3
RIONGON,turkana,1
RIONGOPUS,teso,2
RIONOKOL,samburu,1
RIRET,kalenjin,3
RISPER,christian,3
RITA,,
RITEKWANG,turkana,2
RITHAA,meru,2
RITHARA,meru,2
RITHI,kikuyu,3
RITHIRWA,meru,1
RITHO,kikuyu,3
RITURUKA,meru,2
RIUNGE,luhya,2
RIUNGU    MFF,meru,2
RIVOI,luhya,2
RIWONGOLE,kalenjin,3
ROB,exotic,3
ROBAI,christian,3
ROBINSON,christian,3
ROBO,swahili,3
ROBON,kalenjin,1
ROCKY,embu,1
RODROT,turkana,2
RODUROT,turkana,2
ROFINA,christian,3
ROGEI,kalenjin,1
ROGITO,embu,2
ROGOI,kikuyu,2
ROGONY,kalenjin,2
ROGUT,kalenjin,3
ROHIO,kikuyu,3
ROKONKA,kisii,1
ROMANOO,christian,3
ROMBO,luo,3
ROMPEM,masai,2
RONALDINO,exotic,3
RONARD,exotic,3
RONGA,maasai,1
RONGONYANI,pokot,2
RONO,kalenjin,3
RONO'',kalenjin,3
RONOHLL,kalenjin,3
ROOPE,turkana,1
ROP,kalenjin,2
ROPKOI,pokot,1
RORWE,luo,1
ROSANA,luhya,2
ROSELYNE,christian,3
ROTICH,kalenjin,3
ROTINA,kalenjin,2
ROTINO,kalenjin,3
ROTOK,kalenjin,2
ROTOKWO,kalenjin,1
ROTUNO,kalenjin,3
ROUMO,luo,2
ROWA,kamba,3
RUAMBO,mijikenda,3
RUBARA,luhya,1
RUBINGA,kisii,3
RUBUI,embu,2
RUCHU,kikuyu,3
RUCIANGA,meru,2
RUDENYI,luhya,3
RUGADO,meru,1
RUGAMBIH,luhya,3
RUGAMURIO,kikuyu,1
RUGANE,kikuyu,3
RUGANO,luhya,3
RUGAR,luhya,3
RUGARIA,meru,2
RUGARU,meru,3
RUGENDO,meru,1
RUGETHE,kikuyu,3
RUGIA,kikuyu,1
RUGU,embu,1
RUGUMO,kikuyu,1
RUGURU,kikuyu,3
RUGUSA,kisii,1
RUHANGI,embu,1
RUHARI,borana,1
RUHI,kikuyu,3
RUIBUNI,luhya,2
RUIRIE,kikuyu,1
RUIRU,kikuyu,2
RUITIYU,kisii,2
RUKARIA,kikuyu,2
RUKIRI,meru,3
RUKUNGU,kikuyu,3
RUKUT,kalenjin,1
RUKWAR O,kikuyu,3
RUKWARU,kikuyu,3
RUMANO,luhya,2
RUMBIA,luhya,1
RUMONYA G,kalenjin,2
RUMORENG,turkana,1
RUNGARARA,embu,2
RUNGE,kisii,2
RUNGONO,kikuyu,2
RUNGU,swahili,3
RUNGUA,kamba,2
RUNGUMA,luhya,3
RUNGURUA,teso,2
RUNGURUTI,kikuyu,3
RUNUNU,swahili,2
RUO,kikuyu,2
RUOTI,kisii,1
RUPIA,kikuyu,2
RUPIAH,luhya,3
RURANG'A,kikuyu,2
RURI,kikuyu,2
RURIGA,kikuyu,2
RURII,kikuyu,3
RURIMA,kikuyu,2
RURIRA,kikuyu,3
RURITHU,kikuyu,3
RUSIENEI,kalenjin,1
RUSIRI,kuria,2
RUTALE,kisii,2
RUTEMI,kisii,2
RUTERE,kikuyu,3
RUTERE   ',kikuyu,3
RUTHARI,embu,2
RUTHIAMA,meru,2
RUTHUGUA,kikuyu,
RUTIMU,tharaka,2
RUTO,kalenjin,3
RUTOH,kalenjin,1
RUTOO,kalenjin,3
RUTTO,kalenjin,3
RUTTO',kalenjin,3
RUTURI,embu,3
RUURI,meru,1
RUUTO,kalenjin,3
RUVEMBE,luhya,1
RWAI,kikuyu,3
